ra,dec,mag
274.965363013536,36.0647296081623,3.9974966
279.527017490283,39.6683630269252,4.2299094
281.193296703199,37.6052097609196,4.3164573
281.084845869536,39.67040646269,4.9995594
283.326944406601,40.9952741034454,5.057315
276.057315933215,39.5072154804733,5.085514
283.717394473508,41.6027103853862,5.205865
281.094954129885,39.6129324182671,5.2169175
285.079435318708,40.6839320977582,5.282724
281.095789642073,39.6130874145207,5.400982
283.431504248801,36.9717059704563,5.5517993
281.200964390147,37.5947038657354,5.649828
280.900571211123,36.5568649957117,5.761178
281.021386145778,38.5331394105998,5.792121
274.277439122381,40.9370343606521,5.8564067
280.819049442647,39.300023328258,5.8578944
278.08362258823,36.9987671779349,5.8647346
284.507881307438,38.266198448055,5.8659425
275.988715660737,38.7392663386435,5.925939
273.270040086729,38.7735247897074,6.0284595
281.084645143838,39.671021627825,6.0417485
281.554202706716,41.4418103790339,6.0441666
278.806280590622,34.458058651373,6.0453506
282.902151578698,36.539084592662,6.0769167
283.898961604391,42.0604700144551,6.1571856
279.189923211784,43.2217692967321,6.164902
284.694123338437,40.6791835869684,6.182846
279.887744160836,40.9350530376035,6.228037
283.030185751483,41.383239759045,6.2522926
284.294019414093,36.469874160907,6.2586555
283.972924472304,35.8105248247968,6.321694
277.644025821231,36.2491577862564,6.340103
284.801212510654,39.2173196031896,6.39424
279.998017722667,40.3314002942818,6.4095507
279.380267302677,37.7807205314182,6.4219317
280.7083820362,36.9585836790685,6.42999
280.050935435515,38.3672039274929,6.4676094
280.533691277913,34.7462900883446,6.471121
280.420660703475,40.717650678028,6.559948
284.276548240159,38.7984179703182,6.5698714
276.045646580285,42.4668081749138,6.650276
277.636859840142,40.9756965185297,6.6370926
278.285442758471,40.532352525965,6.6791778
283.468596665545,35.7726814706103,6.7320695
278.214485349366,38.8329292677208,6.7989993
283.856908750509,40.1771616147145,6.8142614
283.178406531395,35.4794346797453,6.8823786
278.536450570119,38.4377463747696,6.887523
275.933526438074,38.3451874286214,6.917284
282.629373643845,42.9122441567792,6.940604
281.843822775137,42.0479027065977,6.953364
278.839692202277,38.8948229314467,6.9600954
281.423070447133,41.4056591028591,6.9894156
281.295059565802,38.3148640096605,6.993273
277.716017459676,38.6403209426383,6.9965653
278.977791368351,43.0555770805374,7.009991
276.447184168703,35.3426504496067,7.0108867
282.856754853966,38.6267648720342,7.0142074
281.340408970461,36.5672645482721,7.028358
278.810398340113,41.5819244445272,7.041936
282.666886021363,39.3401582630164,7.1002736
278.31055192354,40.1598531535917,7.1081524
280.067556134264,34.4171055594173,7.1115403
279.027680283683,36.9691883074676,7.116431
282.952775998491,41.465150752447,7.1240892
281.265533317775,35.0084394621499,7.1615343
277.740769391937,41.106559497635,7.168017
282.458065344961,40.7359031756074,7.1993175
273.719882452808,39.7329316556518,7.244406
282.861839074376,39.3206250030324,7.262404
279.887255680804,37.5170891023111,7.281573
274.954161252185,42.0018866529619,7.2843986
282.012092928033,37.0739163366338,7.2887363
283.006264777264,37.5165115385411,7.3157163
276.041681675692,34.4945320810473,7.3167768
280.58630172197,34.5574050223526,7.3302307
276.34635364598,38.440938107873,7.3362436
279.053997174625,38.0345099525019,7.3445888
275.8476685678,38.3022237300598,7.369727
279.925337066487,37.9933173647681,7.3754954
280.583216140973,36.5517739942348,7.3921666
280.417581763303,34.0987290987985,7.3981347
279.314977983422,34.1284039459913,7.4197006
274.746516999242,39.2670920751503,7.4200587
279.607196068632,36.0529615656309,7.426539
278.628946252521,34.4164914380047,7.4304132
282.415117182177,43.073389358036,7.4482846
281.782722974983,35.8757357785971,7.4572477
282.089981535509,37.8199306838358,7.471957
284.583552761168,39.6416831289449,7.4677343
285.148858237931,39.8662733737933,7.4924436
276.413090991186,39.1226241561279,7.48597
282.117234685997,36.440868767982,7.4994893
279.927816388513,40.1169744363973,7.516773
275.498134030571,42.2894032098346,7.521106
277.254313378602,41.0655616625787,7.5449953
277.213142880475,35.7971153836169,7.577497
279.239337099914,34.8663788933168,7.5858374
279.05000945109,41.2781665911232,7.640104
276.354246568898,39.0703012002432,7.6471715
278.903441352856,40.3313573574631,7.664042
278.904629321095,40.7696159595135,7.6732206
278.762771885207,39.5306304294636,7.6754656
282.900544388685,34.661735890978,7.683058
280.248764774116,41.9172524184607,7.714381
281.142124541781,42.5347347072726,7.718667
280.888577020698,34.9949763099711,7.724585
283.475793935899,40.3238583539165,7.765438
278.185982965582,38.8683079061613,7.784167
280.395899296868,43.5496566767913,7.789321
283.091284007325,42.1472268733767,7.794034
275.034882628294,42.0014769682484,7.813055
277.550404529845,37.2200412664188,7.859867
275.596414614926,40.3753629556013,7.869597
280.08603813789,43.1266901698405,7.871863
283.246482581836,37.3177378997891,7.872815
274.953900583802,39.5946880044494,7.876116
275.417302107726,38.3381913064136,7.906585
273.236236638417,38.3053764985307,7.909383
279.2028668818,38.5208567327027,7.927958
281.415708037722,39.6998640912942,7.930925
274.014289608723,39.3840431421786,7.951165
281.147418317067,39.0709767980797,7.969103
280.024964761903,43.0844773046931,7.976949
277.146046211045,38.7683669839866,7.983929
275.016583081091,38.5653373200929,8.001094
278.221695008663,37.4319421092733,8.006122
275.230890381648,38.360290314171,8.014295
280.620409027888,36.926651214192,8.015041
276.672457414919,36.1647442128694,8.017677
283.179512880784,36.0324677714141,8.028441
278.960917297403,36.9353899817458,8.033754
279.472546685564,35.0956755703781,8.038246
277.746227402426,43.5549191354364,8.040722
273.730225921082,37.4099384700824,8.049664
274.76834672916,40.9275806057735,8.056642
277.638982923817,39.5053859513656,8.061743
283.944904242116,40.2028805323439,8.067343
278.627951807984,42.6614187707167,8.080172
280.542083158583,34.7472193606145,8.080912
283.833429939858,40.1388417597751,8.101336
276.322174942085,40.4811287141507,8.102007
273.825645954926,36.7706403557692,8.102495
273.987206094191,37.6243177648195,8.111433
278.49824621511,41.3508648047958,8.115258
279.928936504151,39.4367802287165,8.117754
281.145485430093,41.118240451109,8.127123
281.362121935206,37.2422544057091,8.128802
281.644378954466,38.3505173890652,8.129413
282.431808503615,36.6767395009273,8.146451
276.902411465969,35.0531428043644,8.149522
283.616619891638,37.3125001644187,8.152553
282.001600653078,40.3595965701975,8.154292
281.816643013836,38.3611792676248,8.161741
279.494932725579,37.4349391469722,8.162902
276.735096288068,36.0746684072637,8.16346
274.226870021188,37.507548605894,8.187341
279.628898155545,39.4316662155151,8.190722
279.238367676995,42.7402279520133,8.197528
275.331619650696,34.8785497609527,8.213628
275.128458884513,39.8781179412285,8.221144
279.932299161236,42.8405578292104,8.225561
280.364203421929,40.4767462266126,8.228841
282.648223297216,41.5082067699991,8.235932
281.438414839323,35.5035613133502,8.239533
281.498322020176,35.8649020075729,8.240512
276.026641429686,42.1074065866714,8.241146
277.508992487444,37.0549700634299,8.246222
284.519966489569,36.6017625722318,8.246662
278.569191866486,36.4599623364547,8.24633
282.781285386288,38.9762761433419,8.252018
281.595348377751,41.6888077837617,8.256566
276.068562817182,37.704412912564,8.257882
283.342832246724,39.2606180553353,8.265186
281.970489122403,41.7718104439911,8.265291
277.091742088769,43.2526742220582,8.270305
276.831641920855,35.5209754741858,8.278658
284.610422620512,36.4260045015504,8.288154
284.523645687,37.8946755774244,8.291516
279.688907163464,40.4574889998336,8.293335
277.944230655555,35.6372515892886,8.293669
278.371807323624,39.5713751863206,8.300162
283.811935552792,38.045593429103,8.301694
281.535393895608,40.2797611485,8.324154
281.252578057254,42.6436388089003,8.33413
278.370170720141,34.563026441808,8.341239
281.336456504556,36.8524491669592,8.343307
279.26005552329,37.4115561817155,8.350875
277.888010616023,37.2431562654495,8.350896
275.070061702158,37.4764136558977,8.353086
280.183315374386,42.9626009384324,8.354737
276.378651464503,41.3136413298825,8.35628
283.916285154573,38.5150923340919,8.363773
274.279114014026,40.2559833894008,8.375036
273.279933893607,38.2871969612922,8.375274
278.644721913332,36.1302972844615,8.382062
282.100423723559,36.1949437024814,8.382581
277.698868688407,41.5956633184693,8.385756
280.388622057362,41.3890794131147,8.397976
274.632679730844,40.386639783897,8.398025
277.078511414617,39.9967802858622,8.405059
284.689080502754,40.7511282466657,8.407903
284.471534023629,36.8594265741605,8.409731
284.568742434974,38.3554489380833,8.414057
278.495488429385,37.2524348861201,8.417522
274.473298225131,37.97970411268,8.421672
283.509567243419,36.8554623960837,8.4379
275.760023880577,39.5163981634043,8.441181
280.804791707106,38.3694473155074,8.454061
274.023627912962,39.0071983100682,8.454174
281.548786219468,39.2590393960025,8.466595
274.051169721165,38.3661273440489,8.469178
283.340544997453,37.5949312155996,8.480569
283.489694642479,37.3808310137607,8.487523
282.223454894056,40.0593186006995,8.491661
278.923027201721,37.6708811826473,8.491984
279.382231384126,35.6597465350916,8.497796
278.300447537017,42.0630262483064,8.498526
273.732847857186,36.6703009432206,8.512626
280.180472253657,40.6203720325088,8.513859
273.152873538355,38.5974016699009,8.514379
277.176372802639,37.2524008199688,8.515323
282.570494231251,40.7994479483116,8.51698
280.580748851307,34.1438700488143,8.516392
276.638238731063,36.4565674867981,8.517666
283.980264274877,39.9509761344951,8.518447
285.580626335433,39.1548864259472,8.520686
274.193622831774,41.0416569719558,8.52111
275.093459653254,37.6186999813898,8.524948
281.290434306139,43.4470851817325,8.538339
283.460879628874,42.1710388054969,8.538355
277.391805993519,39.9272001660725,8.540195
284.004406102904,40.1099245447761,8.543073
276.665084670428,38.3086664558234,8.551846
276.756186543067,36.0293504224554,8.562061
284.901372516882,37.0828189203103,8.563699
282.743347290994,34.6766646986836,8.574894
280.433612681785,40.8492544379342,8.578069
281.096131556328,34.8218248627429,8.584645
278.674246012423,43.0152762323084,8.586447
281.31778394714,34.5671432657607,8.587228
278.24327827591,43.5603779117403,8.590414
278.804737310502,37.3663017123155,8.591416
275.716160355811,40.9162138497454,8.592466
274.768374688819,37.6583698690763,8.593791
281.078872340836,38.0451286169777,8.594081
278.567632254867,40.921331218393,8.597309
278.324007234925,43.4590949370164,8.604235
277.738583763906,41.8963715405702,8.604635
277.8652423954,38.3788108215552,8.605647
277.742222699094,34.649943611709,8.606661
277.535197210992,43.3440078058737,8.617911
275.986626826282,35.7062455317589,8.626102
281.380654871881,38.394488161232,8.627646
277.799567573949,40.1563130741899,8.627686
273.375879737088,39.7378692883905,8.633405
279.949362752025,37.7146364139985,8.643992
279.60701493187,36.0517578652652,8.645427
274.919017767311,37.4894543993369,8.649516
282.35046228995,34.632918390291,8.657003
281.910334762066,37.2432890470048,8.661459
283.976058572498,42.2105980086959,8.667302
278.720242028735,40.8485517836295,8.669185
285.227294270715,39.9080092933702,8.670432
277.36691727845,41.4553339883325,8.672164
275.043220931317,39.0563282731114,8.675866
280.110234453106,40.4616743641809,8.677512
278.479907114357,41.1159664416671,8.682361
284.719674554614,38.1166149111175,8.684171
280.060856313502,37.7057274444026,8.6917
277.164896717864,40.2211938623508,8.704735
279.253874723533,34.6511784273144,8.70472
280.560544946211,36.8628021267696,8.706076
282.498289745015,35.3547472463519,8.706704
284.092314994983,39.4897201688998,8.70722
276.717297102333,37.440458702237,8.711151
282.750974047284,38.3573699043563,8.712822
279.042814378486,35.2184355977267,8.715842
278.693303346806,38.8422212375965,8.716105
280.9561208127,35.6014796920871,8.718402
279.728569222455,40.4890867983632,8.719672
278.139010607334,37.7999545652079,8.725985
277.139254301963,38.9648250224265,8.726277
274.921215600732,35.6087851976193,8.72749
280.284783626609,37.2801190212157,8.729902
281.599588008861,43.2295853591966,8.732785
282.865568202211,40.4025862137438,8.739342
284.977658370827,39.7476010073687,8.740396
276.747073689009,42.27847407088,8.740429
281.084939589939,41.1737828109474,8.743664
276.534990158269,42.7107430889526,8.752594
279.900402686461,33.8870999676241,8.755272
278.643421297304,36.3274990738365,8.757202
280.373435614222,43.47120393199,8.764012
278.545011395177,36.23749325252,8.764205
281.770276332396,41.3783519224208,8.770523
282.578642116217,37.3990039057921,8.779089
279.941485569308,39.0203251758583,8.779099
275.237271244571,39.0534801356077,8.782439
284.715341506767,40.6208061444654,8.787296
280.003647262402,37.3316604846705,8.788125
279.031558987681,42.258428193419,8.794337
279.870690849832,35.9343554278641,8.795739
280.195473637155,43.4168157495351,8.798833
275.502809005613,37.7178133156404,8.803018
280.474240967876,39.9931899777471,8.809276
279.676087832338,39.7952959646676,8.821271
279.40143300353,41.6867013792059,8.82256
283.04448060301,39.4543525490965,8.830591
277.805547814063,34.8272761564325,8.832121
281.180574097748,39.8988590254875,8.837775
282.201945293217,34.4530184035062,8.839786
275.48383889819,42.1467882895523,8.840826
278.381571703344,35.1688809624508,8.841511
283.489845595327,37.380407664417,8.841565
280.841441936483,35.5488010916696,8.84174
278.181471834132,40.5463421407822,8.846272
280.769842532615,37.7126628603037,8.846946
277.506574230482,43.5449084632301,8.847949
277.937438683058,40.6334323709787,8.850307
280.492125910422,36.7401653513573,8.850783
274.875432737273,35.7359504598368,8.850862
278.815506988409,38.1153903115063,8.855287
281.312042216911,35.5447670244721,8.857999
276.184933360795,34.9463593164191,8.858516
283.814207167128,40.1273340334934,8.858877
285.612454700088,39.0516292460018,8.861353
